EmpID,Age,Gender,Unit,Role,CertificationLevel,YearsExperience,ShiftPattern,WeeklyPatientLoad,OvertimeHoursPerWeek,AnnualSalary,HasDependents,CommuteMinutes,ManagerSupportScore,PeerSupportScore,BurnoutIndex
1562,50,Non-Binary,Surgery,OR Coordinator,Intermediate,22,Swing,24,10,90789,Yes,70,1,1,7.6
1563,44,Non-Binary,Emergency,Paramedic,Advanced,7,Day,15,10,170703,No,15,3,5,6.9
1564,59,Non-Binary,General Ward,Nurse Practitioner,Specialist,32,Day,8,5,42745,Yes,49,5,2,5.1
1565,39,Female,Emergency,ER Physician,Advanced,12,Rotating 12h,25,5,87510,No,17,3,5,6.0
1566,26,Male,Surgery,Anesthesiologist,Entry,0,Night,31,5,289931,No,8,2,2,7.3
1567,22,Non-Binary,Facilities,Environmental Services,Intermediate,0,Rotating 12h,0,5,44675,Yes,41,2,3,5.2
1568,62,Male,Emergency,ER Technician,Entry,17,Day,43,0,157275,No,11,5,5,6.5
1569,40,Non-Binary,Emergency,ER Nurse,Intermediate,5,Swing,15,15,164285,No,20,4,3,5.1
1570,32,Female,Outpatient,Scheduler,Specialist,6,Night,19,10,58715,No,33,3,5,6.3
1571,56,Female,General Ward,Registered Nurse,Intermediate,21,Swing,12,15,107166,No,71,5,3,6.0
1572,62,Female,Administration,Billing Specialist,Intermediate,12,Swing,0,0,47525,No,37,5,2,3.3
1573,57,Female,Facilities,Facilities Manager,Intermediate,24,Day,0,5,54907,Yes,32,3,2,4.0
1574,47,Non-Binary,Emergency,Paramedic,Advanced,22,Rotating 12h,38,5,52472,No,34,1,2,9.4
1575,32,Non-Binary,Administration,Medical Records Clerk,Specialist,1,Rotating 12h,0,20,79391,No,10,1,1,7.8
1576,65,Non-Binary,Surgery,Surgical Technician,Intermediate,26,Rotating 12h,33,20,134660,No,47,5,5,8.7
1577,53,Male,Surgery,Surgical Nurse,Advanced,31,Rotating 12h,23,10,63109,Yes,37,4,1,7.6
1578,54,Male,Lab & Diagnostics,Phlebotomist,Intermediate,31,Day,47,20,69122,Yes,74,1,3,10.0
1579,54,Male,Emergency,ER Technician,Specialist,27,Swing,35,0,83564,No,52,5,5,6.1
1580,60,Male,Surgery,Surgical Technician,Intermediate,14,Swing,9,0,33892,No,28,5,3,5.2
1581,40,Female,ICU,Intensivist,Intermediate,10,Rotating 12h,15,5,270295,No,42,1,1,6.1
1582,56,Male,Surgery,Surgeon,Intermediate,11,Swing,30,0,285934,No,66,2,2,5.2
1583,68,Female,ICU,Respiratory Therapist,Intermediate,19,Night,18,0,56661,Yes,27,3,1,5.7
1584,24,Non-Binary,Outpatient,Physician,Intermediate,0,Day,35,10,104888,No,32,1,4,6.6
1585,27,Male,Emergency,ER Technician,Advanced,2,Rotating 12h,43,30,48770,Yes,35,3,5,9.6
1586,35,Non-Binary,Emergency,Paramedic,Entry,8,Rotating 12h,11,5,148938,Yes,19,3,1,6.4
1587,31,Non-Binary,Lab & Diagnostics,MRI Technician,Specialist,9,Night,42,15,76217,No,43,3,5,7.0
1588,39,Non-Binary,Surgery,Surgeon,Intermediate,15,Rotating 12h,21,15,173385,Yes,8,3,1,7.0
1589,39,Female,Administration,HR Coordinator,Specialist,4,Rotating 12h,0,5,71848,Yes,8,1,2,6.3
1590,47,Non-Binary,ICU,ICU Nurse,Advanced,15,Swing,9,10,62213,No,11,1,2,6.8
1591,49,Male,Facilities,Maintenance Technician,Intermediate,5,Rotating 12h,0,0,39845,No,72,2,2,5.3
1592,59,Female,Administration,Admin Assistant,Entry,29,Day,0,10,60306,Yes,18,2,2,5.4
1593,30,Female,Administration,Office Manager,Specialist,3,Night,0,5,36178,Yes,40,2,5,5.8
1594,64,Non-Binary,Administration,Office Manager,Specialist,39,Day,0,0,45037,No,48,5,5,3.1
1595,51,Non-Binary,Outpatient,Scheduler,Intermediate,19,Rotating 12h,21,10,64789,No,11,3,3,7.1
1596,52,Female,Outpatient,Nurse Practitioner,Advanced,18,Night,22,5,126120,Yes,20,1,4,7.4
1597,52,Male,General Ward,Registered Nurse,Specialist,1,Day,22,20,93518,Yes,8,1,3,8.0
1598,55,Male,Facilities,Facilities Manager,Specialist,11,Day,0,5,37567,No,70,2,4,4.1
1599,57,Male,Emergency,ER Nurse,Specialist,22,Day,32,15,83891,No,34,3,1,6.9
1600,42,Female,Pharmacy,Pharmacy Technician,Intermediate,6,Swing,41,5,156092,No,40,3,3,5.5
